"","response","updated_response"
"440590",0,0
"440603",0,0
"440689",0,0
"440695",0,0
"440699",0,0
"440712",0,0
"440730",0,0
"440738",0,0
"440822",0,0
"440829",0,0
"440836",0,0
"440854",0,0
"440925",0,0
"440955",0,0
"440956",0,0
"440957",0,0
"441024",0,0
"441027",0,0
"441054",0,0
"441061",0,0
"441150",0,0
"441151",0,0
"441161",0,0
"441168",0,0
"441234",0,0
"441272",0,0
"441282",0,0
"441308",0,0
"441376",0,0
"441381",0,0
"441457",0,0
"441459",0,0
"441476",0,0
"441478",0,0
"441509",0,0
"441518",0,0
"441521",0,0
"441525",0,0
"441531",0,0
"441549",0,0
"441581",0,0
"441608",0,0
"441631",0,0
"441639",0,0
"441669",0,0
"441670",0,0
"441864",0,0
"441869",0,0
"441911",0,0
"441933",0,0
"442038",0,0
"442117",0,0
"442213",0,0
"442247",0,0
"442361",0,0
"442425",0,0
"442444",0,0
"442721",0,0
"443",1,1
"4430",0,0
"4435",0,0
"4436",1,1
"4437",1,1
"4438",0,0
"444",1,1
"4440",0,0
"444882",0,0
"445",1,1
"445328",0,0
"445329",0,0
"445347",0,0
"445372",0,0
"445577",0,0
"445582",0,0
"445815",0,0
"4477",0,0
"4478",1,1
"4481",1,1
"4482",0,0
"4485",1,1
"4486",0,0
"4487",1,1
"4488",1,1
"448834",0,0
"448835",0,0
"4490",0,0
"4493",0,0
"4494",0,0
"4495",0,0
"4496",0,0
"4499",0,0
"4501",0,0
"4502",0,0
"4504",0,0
"4507",1,1
"4515",0,0
"4520",0,0
"4521",0,0
"4522",1,1
"4524",1,1
"4528",0,0
"4534",1,1
"4542",0,0
"4543",0,0
"4544",1,1
"4547",1,1
"4548",1,1
"4552",1,1
"4580",0,0
"4582",1,1
"4583",0,0
"4585",0,0
"4588",0,0
"4589",1,1
"4591",1,1
"4593",1,1
"4594",1,1
"4595",1,1
"4597",1,1
"4598",1,1
"4599",0,0
"460",0,0
"4600",0,0
"4601",0,0
"4602",0,0
"4603",0,0
"4604",1,1
"4605",0,0
"4606",0,0
"4607",1,1
"4608",0,0
"4609",1,1
"4610",0,0
"4613",1,1
"4615",1,1
"4616",0,0
"4617",1,1
"4618",1,1
"4619",0,0
"462",1,1
"4620",1,1
"4621",1,1
"4622",0,0
"4624",1,1
"4625",1,1
"4626",1,1
"4627",1,1
"4628",0,0
"4629",1,1
"463",0,0
"4632",1,1
"4633",1,1
"4634",1,1
"4635",1,1
"4636",0,0
"4637",0,0
"4638",1,1
"4640",0,0
"4641",0,0
"4642",0,0
"4643",1,1
"4644",1,1
"4645",1,1
"4646",1,1
"4647",1,1
"4648",0,0
"4649",1,1
"4650",0,0
"4651",0,0
"4653",1,1
"4654",1,1
"4656",0,0
"4659",0,1
"466",0,0
"4660",0,0
"4661",0,0
"4664",0,0
"4665",1,1
"4666",0,0
"4668",1,1
"4669",1,1
"467",0,0
"4670",0,0
"4671",0,0
"4673",0,0
"4674",0,0
"4675",0,0
"4676",0,0
"4677",0,1
"4678",0,0
"468",0,0
"4680",0,1
"4681",0,0
"4682",0,0
"4683",1,1
"4684",0,0
"4685",0,0
"4686",0,0
"4688",1,1
"4689",1,1
"4690",0,0
"4691",0,0
"4692",1,1
"4693",1,1
"4694",1,1
"4695",1,1
"4696",0,0
"4697",1,1
"4698",0,0
"47",0,0
"4700",1,1
"4702",0,1
"4703",1,1
"4704",1,1
"4705",1,1
"4706",0,0
"4707",0,0
"4708",0,0
"4709",1,1
"471",1,1
"4710",0,0
"4711",0,0
"4712",0,0
"4713",0,0
"4714",1,1
"4715",1,1
"4716",1,1
"4717",0,0
"4718",0,1
"4719",1,1
"472",1,1
"4720",1,1
"4722",1,1
"4723",1,1
"4724",1,1
"4725",0,0
"4726",1,1
"4728",1,1
"4729",1,1
"473",1,1
"4731",0,0
"4733",0,0
"4734",0,0
"4735",0,0
"4736",0,0
"4738",0,0
"4739",0,0
"474",0,0
"4741",0,0
"474343",0,0
"474344",0,0
"474354",0,0
"4744",1,1
"4745",0,0
"475",0,0
"4750",1,1
"4751",1,1
"4752",0,0
"4753",0,0
"4756",0,0
"4759",0,0
"476",1,1
"4760",1,1
"4761",1,1
"4762",0,0
"4763",1,1
"477",1,1
"4771",1,1
"4772",0,0
"4773",0,0
"4774",1,1
"4775",0,0
"4776",0,0
"4778",0,0
"4779",0,0
"478",1,1
"4780",1,1
"4781",1,1
"4782",0,0
"4783",0,0
"4784",1,1
"479",0,0
"4790",1,1
"4791",1,1
"4792",1,1
"4793",0,0
"4794",0,0
"4796",1,1
"4798",0,0
"4799",0,0
"48",0,0
"480",0,0
"4800",0,0
"4801",0,0
"4802",0,0
"4803",1,1
"4804",0,0
"4807",0,0
"4808",0,1
"4809",0,0
"481",0,0
"4810",1,1
"4811",1,0
"4814",0,0
"4815",0,0
"4817",0,0
"4818",0,0
"482",0,0
"4820",0,0
"4821",0,0
"4824",0,0
"4825",0,0
"4826",0,0
"4828",0,0
"4829",0,0
"483",0,0
"4830",0,0
"4831",0,0
"4832",0,0
"4833",0,0
"4835",0,0
"4836",0,0
"4837",0,0
"4838",1,1
"4839",0,0
"4841",1,1
"4842",1,1
"4843",0,0
"4846",1,1
"4848",0,1
"4849",0,1
"4850",0,0
"4851",1,1
"4852",0,0
"4853",1,1
"4854",1,1
"4856",0,0
"4857",0,0
"4858",0,1
"486",1,1
"4860",1,1
"4861",0,0
"4862",0,0
"4863",0,0
"4864",1,1
"4867",1,1
"4868",1,1
"4869",1,1
"487",1,1
"4878",1,1
"4879",0,0
"488",1,1
"4880",0,0
"4881",0,0
"4882",1,1
"4883",0,1
"4884",0,0
"4885",0,0
"4886",0,0
"4887",0,0
"4889",0,0
"489",0,0
"4891",1,1
"4892",0,0
"4893",1,1
"4897",0,0
"4898",0,0
"4899",0,0
"49",0,0
"490",0,0
"4900",0,0
"4901",1,1
"4902",1,1
"4904",0,0
"4907",1,1
"4908",0,0
"4909",1,1
"491",1,1
"4913",1,1
"4914",1,1
"4915",1,1
"4916",0,0
"4917",0,0
"4919",1,1
"492",1,1
"4920",1,1
"4921",1,1
"4922",0,0
"4923",0,0
"492307",0,0
"492311",0,0
"4924",0,0
"4925",0,0
"4926",1,1
"4927",1,1
"4928",0,0
"4929",1,1
"493",0,0
"4931",0,0
"4935",1,1
"493753",1,1
"4938",0,1
"493829",0,0
"493856",1,1
"493860",0,0
"493861",0,0
"493869",0,0
"4939",0,0
"493901",0,0
"493911",0,0
"4940",0,0
"494115",0,0
"494118",0,0
"494141",0,0
"494143",0,0
"494188",0,0
"494197",0,0
"4942",1,1
"4943",0,0
"494470",0,0
"494513",1,1
"494514",0,0
"494551",1,1
"4946",0,0
"4947",0,0
"4948",1,1
"495",0,0
"4951",0,0
"4952",1,1
"4953",0,1
"4956",0,0
"4957",0,0
"4958",0,0
"496",0,0
"4967",1,1
"4968",0,0
"4969",0,0
"497189",0,0
"497190",0,0
"4973",0,0
"4974",0,0
"4975",0,0
"4976",1,1
"497661",0,0
"4978",1,0
"498",1,1
"4982",1,1
"4983",1,1
"4985",0,0
"49854",0,0
"49855",1,1
"49856",0,0
"4986",0,0
"49860",0,0
"49861",0,0
"4987",0,0
"4988",0,0
"4990",1,1
"4991",0,0
"4992",0,0
"4993",0,0
"4994",0,0
"4995",0,0
"4998",1,1
"4999",0,0
"50",1,1
"5000",1,1
"5001",0,0
"5002",0,0
"5003",0,0
"5004",0,0
"5005",0,0
"5007",0,0
"5008",0,0
"5009",1,1
"501",1,1
"5010",0,1
"5013",0,0
"5015",1,1
"5016",0,0
"5017",0,0
"5018",0,0
"5019",1,1
"5020",0,0
"5021",0,0
"5023",0,0
"5024",0,0
"5025",0,0
"5026",0,0
"5027",0,0
"5028",0,0
"5029",0,0
"5030",0,0
"5031",0,0
"5032",1,1
"5033",0,0
"5034",1,1
"503497",0,0
"503542",0,0
"503582",0,0
"5036",0,0
"5037",0,0
"503834",0,0
"503835",0,0
"504189",0,0
"504191",0,0
"5042",0,0
"5045",0,0
"5046",0,0
"5047",0,0
"5048",1,1
"50484",1,1
"50485",1,1
"50486",0,0
"50487",0,0
"50488",0,0
"50489",0,0
"5049",0,0
"5050",0,0
"50506",1,1
"50507",0,0
"50508",0,0
"50509",0,0
"5051",0,0
"50511",1,1
"50512",0,0
"50514",0,0
"50515",1,1
"5052",1,1
"5053",1,1
"5054",1,1
"5055",0,0
"5058",1,1
"506",0,0
"50604",0,0
"50613",0,0
"50614",0,0
"50615",1,1
"50616",0,0
"50617",1,1
"50618",0,0
"50619",0,1
"5062",0,0
"50626",0,0
"50628",1,1
"5063",1,1
"50632",0,0
"50636",0,0
"5064",0,0
"50640",1,1
"50649",0,0
"50650",0,0
"50651",1,1
"5066",0,0
"5067",0,0
"50674",1,1
"5068",0,0
"5069",0,0
"50700",0,0
"5071",1,1
"50717",1,1
"5073",1,1
"5074",0,0
"5075",1,1
"5076",1,1
"5077",1,1
"5078",1,1
"5079",0,0
"5080",1,1
"50801",1,1
"50804",0,0
"50805",0,0
"50807",0,0
"50808",0,0
"50809",0,0
"5081",0,1
"50810",0,0
"50813",0,0
"50814",1,1
"5082",0,0
"5083",1,1
"50831",0,0
"50832",0,0
"50833",0,0
"50834",0,0
"50835",0,0
"50836",0,0
"50837",0,0
"50838",0,0
"50839",0,0
"50840",0,0
"50846",1,1
"50848",0,0
"50852",0,0
"50853",0,0
"50855",0,0
"50856",0,0
"50859",0,0
"50861",0,0
"50862",0,0
"50863",0,0
"50865",0,0
"5087",1,1
"509",0,0
"5090",0,0
"5091",1,1
"5092",1,1
"5093",0,0
"50937",1,1
"50939",1,1
"5094",0,0
"50940",1,1
"50943",1,1
"50944",0,0
"50945",1,1
"5095",1,1
"5096",1,1
"50964",1,1
"5097",0,0
"5098",0,0
"5099",0,0
"50999",0,0
"51",1,1
"5100",0,0
"51000",0,0
"51001",0,0
"51002",1,1
"51003",0,0
"51004",1,1
"51005",0,0
"51006",0,0
"51008",1,1
"51009",0,0
"5101",0,0
"51010",1,1
"51011",0,0
"51012",0,0
"51013",0,1
"51014",0,0
"51015",0,0
"51016",0,0
"51018",0,0
"51019",0,0
"51020",0,0
"51021",1,1
"51022",0,0
"51023",0,0
"51024",0,0
"51025",1,1
"51026",0,0
"51027",0,0
"51028",0,0
"51029",0,0
"51030",0,0
"51031",0,0
"51032",0,0
"51035",0,0
"5104",0,0
"51042",0,0
"51043",0,0
"51046",0,0
"5105",1,1
"51050",0,0
"51052",0,0
"51053",1,1
"51056",0,0
"51057",1,1
"51058",0,0
"51059",0,0
"5106",1,1
"51060",0,0
"51061",0,0
"51062",1,1
"51063",0,0
"51065",0,0
"51066",0,0
"51067",1,1
"51068",0,0
"51069",0,0
"51070",0,0
"51071",0,0
"51072",0,0
"51073",0,0
"51074",0,0
"51075",1,1
"51076",0,0
"51077",0,0
"51078",0,0
"51079",1,1
"5108",0,0
"51081",1,1
"51082",1,1
"51083",1,1
"51084",0,0
"51085",1,1
"51086",1,1
"51087",0,0
"51088",0,0
"51090",0,0
"51091",1,1
"51092",0,0
"51093",0,0
"51094",0,0
"51095",1,1
"51096",0,0
"51097",0,0
"51098",1,1
"51099",1,1
"5110",0,0
"51100",0,0
"51101",0,0
"51102",1,1
"51103",1,1
"51104",0,0
"51105",0,0
"51106",0,0
"51107",0,0
"51108",0,0
"51109",1,1
"5111",1,1
"51110",0,0
"51111",1,1
"51112",1,1
"51114",1,1
"51115",0,0
"51116",1,1
"51117",1,1
"51118",0,0
"51119",1,1
"51121",0,0
"51122",0,0
"51123",0,0
"51124",1,1
"51125",0,0
"51126",0,1
"51127",0,0
"51128",1,1
"51129",0,0
"51130",0,0
"51131",0,0
"51132",1,1
"51133",0,0
"51134",1,1
"51135",1,1
"51136",0,0
"51138",0,0
"51141",0,0
"51142",1,1
"51143",0,0
"51144",0,0
"51146",0,0
"51147",0,0
"51148",0,0
"51149",0,0
"51150",0,0
"51151",1,1
"51154",0,0
"51155",0,0
"51156",0,0
"51157",0,0
"5116",1,1
"51160",0,0
"51161",0,0
"51162",0,0
"51163",0,1
"51164",1,1
"51166",0,0
"51167",0,0
"51168",1,1
"51170",0,0
"51171",0,0
"51172",0,0
"51174",0,0
"51175",0,0
"51176",0,0
"51177",0,0
"51179",0,0
"5118",0,0
"51181",0,1
"51182",0,0
"51184",0,0
"51185",1,1
"51186",0,0
"51187",0,0
"51188",0,0
"5119",1,1
"51191",0,0
"51192",0,0
"51193",0,0
"51194",0,0
"51195",0,0
"51196",1,1
"51199",1,1
"51200",0,0
"51201",0,0
"51202",0,0
"51203",0,0
"51204",1,1
"51205",0,0
"51206",1,1
"51207",0,0
"51208",0,0
"51209",0,0
"5121",0,0
"51213",0,0
"51214",0,0
"51218",1,1
"5122",1,1
"51222",0,0
"51224",0,0
"51225",0,0
"51226",0,0
"51227",1,1
"51228",0,0
"51230",0,0
"51231",0,0
"51232",0,0
"51233",0,0
"51234",0,0
"51236",0,0
"51237",0,0
"51239",0,0
"51241",0,1
"51244",1,1
"51246",0,0
"51247",0,0
"51248",0,0
"51249",0,0
"5125",0,0
"51250",0,0
"51251",1,1
"51252",0,0
"51253",0,0
"51255",0,0
"51256",1,1
"51257",0,0
"51258",0,0
"51259",1,1
"5126",0,0
"51260",0,0
"51263",0,0
"51264",0,0
"51265",0,0
"51266",0,0
"51267",0,0
"51268",0,0
"5127",0,0
"51270",0,0
"51271",1,1
"51272",0,0
"51274",0,0
"51276",0,0
"51277",0,0
"51278",0,0
"51279",0,0
"5128",0,0
"51280",0,0
"51281",0,0
"51282",0,0
"51283",0,0
"51284",0,1
"51285",0,0
"51286",0,0
"51287",0,0
"51289",0,0
"5129",0,0
"51290",0,0
"51291",0,0
"51292",0,0
"51293",1,1
"51294",1,1
"51295",0,0
"51296",0,0
"51297",0,0
"51298",0,0
"51299",0,0
"513",1,1
"5130",1,1
"51300",1,1
"51301",0,0
"51302",0,0
"51303",0,0
"51304",0,0
"51305",1,1
"51306",0,0
"51307",0,0
"51308",1,1
"51309",0,0
"51310",0,0
"51311",0,0
"51312",0,0
"51313",0,0
"51314",1,1
"51315",0,0
"51316",0,0
"51317",1,1
"51318",0,0
"51319",1,1
"5132",0,0
"51320",0,0
"51321",0,0
"51322",1,1
"51324",1,1
"51327",0,0
"51329",0,0
"5133",1,1
"51330",0,0
"51332",0,0
"51333",0,0
"51334",0,0
"51335",0,0
"51337",0,0
"51338",0,0
"51339",1,1
"5134",0,0
"51340",0,0
"51341",0,1
"51343",0,0
"51347",0,0
"51348",0,0
"51350",0,0
"51351",0,0
"5136",0,0
"51360",1,1
"51361",0,0
"51362",0,1
"51363",0,0
"51364",1,1
"51365",0,0
"51366",0,0
"51367",0,0
"51368",0,0
"5137",1,1
"51371",1,1
"51373",0,0
"51374",0,0
"51375",0,0
"51377",0,0
"51378",0,0
"51379",0,0
"5138",0,1
"51380",0,0
"51382",0,0
"51384",0,0
"51385",0,0
"51386",0,0
"51388",0,0
"51389",0,0
"5139",1,1
"51390",0,0
"51393",0,0
"51397",0,0
"51398",0,0
"51399",1,1
"514",1,1
"5140",0,0
"51400",0,0
"51406",0,0
"51409",0,0
"5141",0,0
"51411",0,0
"51412",1,1
"5142",0,0
"51421",0,0
"51422",1,1
"51426",0,0
"51427",0,0
"51428",1,1
"51429",0,0
"5143",0,0
"51430",0,0
"51433",0,0
"51434",0,1
"51435",0,0
"51438",0,0
"51439",0,0
"5144",1,1
"51440",0,0
"51441",0,0
"51442",0,0
"51444",0,0
"51447",0,0
"51449",0,0
"5145",1,1
"51450",0,0
"51451",0,0
"51454",0,0
"51455",0,0
"51458",0,0
"5146",1,1
"51460",0,0
"51463",0,0
"51465",0,0
"51466",0,0
"5147",1,1
"51473",1,1
"51474",0,0
"51475",1,1
"51477",0,0
"51478",0,0
"51479",0,1
"5148",1,1
"5149",1,1
"51490",0,0
"51491",0,0
"51493",0,0
"51495",0,0
"51496",0,0
"51497",0,0
"51499",0,0
"515",0,0
"5150",0,0
"51501",1,1
"51504",0,0
"51506",1,1
"51507",0,0
"5151",0,0
"51510",0,0
"51512",0,0
"51513",0,0
"51514",0,0
"51517",0,0
"5152",0,0
"51520",1,1
"51522",0,0
"51523",0,0
"51524",1,1
"51526",0,0
"51527",0,0
"51528",0,0
"51529",0,0
"5153",0,0
"51530",0,0
"51531",0,0
"51533",0,0
"51534",0,0
"51535",0,0
"51537",0,0
"51538",0,0
"5154",0,0
"51540",0,0
"51542",0,0
"51545",0,0
"51547",0,0
"51548",0,0
"5155",1,1
"51550",0,0
"51552",0,0
"51554",0,0
"51555",0,0
"51557",0,0
"51559",0,0
"5156",1,1
"51560",0,0
"51561",0,0
"51562",0,0
"51564",0,0
"51566",0,0
"51567",1,1
"51569",1,1
"5157",1,1
"51571",0,0
"51573",0,0
"51574",1,1
"51575",0,0
"5158",1,1
"51582",0,0
"51585",0,0
"51586",0,0
"51588",0,0
"5159",1,1
"51592",0,0
"51593",0,0
"51594",1,1
"51599",0,0
"516",0,0
"5160",1,1
"51601",1,1
"51602",0,0
"51603",0,0
"51604",1,1
"51605",0,0
"51606",0,0
"51608",0,0
"5161",0,0
"51611",0,0
"51614",0,0
"51616",0,0
"51617",0,0
"51619",0,0
"5162",1,1
"51621",1,1
"51622",0,0
"51626",1,1
"51629",0,0
"5163",0,0
"51631",0,0
"51633",1,1
"51634",0,0
"51635",0,0
"51637",0,0
"51639",0,0
"5164",0,0
"51642",0,0
"51643",0,0
"51645",0,1
"51646",0,0
"51647",0,0
"51649",0,1
"5165",1,1
"51650",0,0
"51651",1,1
"51652",0,0
"51654",0,0
"51655",0,0
"51657",0,0
"51659",0,0
"5166",0,0
"51660",1,1
"51661",0,0
"51663",1,1
"51665",0,0
"51666",0,0
"51667",0,0
"51668",0,0
"51669",0,0
"5167",1,1
"51673",0,0
"51676",0,0
"51678",0,0
"5168",0,0
"51684",1,1
"51686",0,0
"5169",0,0
"51690",0,0
"51691",0,0
"51692",0,1
"51693",1,1
"51696",0,0
"51699",0,0
"517",0,0
"5170",0,0
"51700",0,0
"51701",0,0
"51702",1,1
"51703",0,0
"51704",0,0
"51705",0,0
"51706",0,0
"51710",0,0
"51714",0,0
"51715",1,1
"51719",0,0
"5172",1,1
"51720",0,0
"51725",0,0
"51726",1,1
"51727",0,0
"51728",0,1
"51729",0,1
"5173",1,1
"51733",1,1
"51734",0,0
"51735",0,0
"51738",1,1
"5174",0,0
"51741",1,1
"51742",0,0
"51744",1,1
"51747",0,0
"51750",1,1
"51751",0,0
"51752",1,1
"51754",0,0
"51755",0,0
"51759",0,0
"5176",1,1
"51760",0,0
"51761",1,1
"51762",0,0
"51763",1,1
"51764",0,0
"51765",0,0
"51768",0,0
"51773",0,0
"51776",1,1
"51778",1,1
"5178",0,0
"51780",0,1
"5179",0,0
"518",0,1
"51802",0,0
"51804",0,0
"51805",0,0
"51806",0,0
"51807",1,1
"51808",0,0
"51809",0,0
"51816",1,1
"5184",1,1
"5187",0,0
"5188",0,1
"5189",1,1
"5190",1,1
"5191",1,1
"5192",1,1
"5193",1,1
"5194",1,1
"5195",1,1
"5196",0,0
"5197",0,0
"5198",0,0
"5199",1,1
"52",0,0
"5201",0,0
"5202",0,0
"5203",0,0
"5204",0,0
"5205",1,1
"5207",0,0
"5208",0,0
"5209",0,0
"521",0,0
"5210",0,0
"5211",0,0
"5212",0,0
"5213",1,1
"5214",0,0
"5216",1,1
"5217",0,0
"5218",0,0
"522",0,0
"5222",0,0
"5223",0,0
"5224",1,1
"5225",0,0
"5226",0,0
"5228",0,0
"5229",0,0
"523",1,1
"5230",1,1
"5232",0,0
"5236",1,1
"5238",1,1
"5239",0,0
"5241",1,1
"5243",1,1
"5244",1,1
"5245",0,0
"525",1,1
"5250",1,1
"5251",1,1
"5253",0,0
"5255",1,1
"5256",1,1
"5257",1,1
"526",1,1
"5260",0,0
"5261",1,1
"5264",1,1
"5265",1,1
"5266",0,0
"5267",0,0
"5268",0,0
"5269",1,1
"527",0,0
"5270",0,0
"5271",1,1
"5272",0,0
"5273",0,0
"5274",1,1
"5275",0,0
"5276",0,0
"5277",1,1
"5279",1,1
"528",0,0
"5281",0,1
"5283",1,1
"5284",0,0
"5286",1,1
"5287",0,0
"5288",0,0
"5289",0,0
"529",1,1
"5290",1,1
"5291",0,0
"5292",0,0
"5293",1,1
"5294",0,0
"5295",1,1
"5296",1,1
"5297",1,1
"5298",0,0
"53",1,1
"5300",0,0
"5303",0,0
"5304",0,0
"5305",0,0
"5306",0,0
"5307",1,1
"5308",1,1
"5309",1,1
"5310",1,1
"5311",1,1
"5313",1,1
"5314",1,1
"5315",0,0
"5316",0,0
"5317",1,1
"5318",1,1
"5319",0,0
"5320",0,0
"5321",1,1
"5322",0,0
"5324",0,1
"5325",1,1
"5326",0,0
"5327",1,1
"5328",1,1
"5329",0,0
"533",0,0
"5330",0,0
"5331",0,1
"5332",1,1
"5333",1,1
"53335",1,1
"53336",0,0
"53339",0,0
"5334",0,0
"53340",0,0
"53342",0,0
"53343",0,0
"53344",0,0
"53345",0,0
"53346",0,0
"53347",0,0
"53349",0,0
"5335",0,0
"53353",0,0
"53354",0,0
"53358",0,0
"5336",1,1
"5337",1,1
"53371",0,0
"53373",0,0
"5338",0,0
"5339",1,1
"5340",1,1
"53405",1,1
"53407",0,0
"5341",0,0
"5345",1,1
"5346",1,1
"5347",0,0
"5349",0,0
"535",0,0
"5350",1,1
"5351",1,1
"5352",1,1
"5354",1,1
"5355",0,0
"5356",0,0
"5357",1,1
"5358",1,1
"5359",0,0
"5360",0,0
"5361",0,0
"53615",0,0
"53616",1,1
"5362",0,0
"53630",1,1
"53632",0,0
"53635",0,0
"53637",0,0
"5364",0,0
"5365",0,0
"5366",0,0
"5367",0,0
"5368",0,0
"537",1,1
"5371",1,1
"5372",0,0
"5373",1,1
"5375",1,1
"5376",1,1
"5378",1,1
"538",1,1
"53820",0,0
"53822",0,0
"53826",0,0
"53827",0,0
"53828",0,0
"53829",0,0
"53831",0,0
"53832",0,0
"53833",0,0
"53834",1,1
"53836",0,0
"53838",0,0
"53840",0,0
"53841",0,0
"53842",0,0
"539",0,0
"53904",1,1
"53905",0,0
"53916",0,0
"53917",0,0
"53918",0,0
"53919",0,0
"5393",1,1
"53938",0,0
"5394",0,0
"53940",0,0
"53942",0,0
"53944",0,0
"53947",1,1
"5395",1,1
"5396",1,1
"53981",0,0
"54",1,1
"540",1,1
"54014",0,0
"54020",0,0
"54033",0,0
"54039",0,0
"54058",0,0
"54059",0,0
"5406",1,1
"54065",0,0
"54069",0,0
"5407",0,0
"5408",0,0
"54084",1,1
"5409",0,0
"54093",0,0
"54097",0,0
"54101",1,1
"54102",0,0
"54103",0,0
"54106",0,0
"54107",0,0
"54108",0,0
"5411",0,0
"54112",1,1
"5412",0,0
"5414",0,0
"541468",0,0
"54148",0,0
"54149",0,0
"541565",0,0
"541578",0,0
"54165",0,0
"54187",1,1
"5420",1,1
"54205",1,1
"54206",0,0
"54207",0,0
"54209",1,1
"54210",0,0
"54212",0,0
"5422",1,1
"54221",0,0
"5423",0,0
"5424",1,1
"5425",0,0
"5426",1,1
"5427",0,0
"5428",1,1
"5429",1,1
"5430",0,1
"5431",0,0
"5432",0,0
"54328",0,0
"54329",0,0
"5433",0,0
"54331",0,0
"54332",1,1
"5434",0,0
"54344",1,1
"54345",1,1
"54346",0,0
"5435",0,0
"5436",0,0
"54360",0,0
"54361",1,1
"54363",0,0
"5437",0,0
"5438",0,0
"54386",1,1
"5439",0,0
"5440",0,0
"54407",0,0
"5441",0,0
"54413",1,1
"54414",0,0
"5442",0,0
"54429",0,0
"5443",1,1
"54431",0,0
"54432",0,0
"54433",0,0
"54434",0,0
"54436",0,0
"54437",0,0
"54438",0,0
"54439",0,0
"5444",1,1
"54440",0,0
"54442",0,0
"54443",1,1
"5445",1,1
"54453",1,1
"54454",0,0
"54455",0,0
"54456",0,0
"54457",0,0
"54458",0,0
"5446",1,1
"54460",0,0
"54461",0,0
"54462",0,0
"54463",1,1
"54464",0,0
"54465",0,0
"54466",0,0
"54467",0,0
"54468",0,0
"54469",0,0
"5447",1,1
"54470",0,0
"54471",0,0
"54472",0,0
"54474",0,0
"54475",0,0
"54476",1,1
"54477",0,0
"54478",0,0
"54480",0,0
"54482",0,0
"54487",1,1
"5449",1,1
"54490",0,0
"54491",0,0
"54492",0,0
"54494",0,0
"54495",0,0
"54496",1,1
"54497",0,0
"54498",0,0
"54499",1,1
"545",1,1
"5450",1,1
"54502",0,0
"54503",0,0
"54504",0,0
"54505",0,0
"54507",1,1
"54509",0,0
"5451",0,0
"54510",0,0
"54511",0,0
"54512",0,0
"54514",0,0
"54516",0,0
"54517",1,1
"54518",0,0
"5452",0,0
"54520",0,0
"54521",0,0
"54522",0,0
"54529",0,0
"5453",0,0
"54531",0,0
"54532",0,1
"54534",0,0
"54536",0,0
"54537",0,0
"54538",1,1
"54539",1,1
"5454",0,0
"54540",0,0
"54541",0,0
"54542",0,0
"54543",0,0
"54545",0,0
"54546",0,0
"54549",0,0
"5455",0,1
"54550",0,0
"54551",1,1
"54552",0,0
"54554",0,0
"54555",0,0
"54556",0,0
"54557",0,0
"54558",0,0
"5456",1,1
"54566",0,0
"54567",1,1
"5457",0,1
"54575",0,0
"54576",0,0
"54577",0,0
"54578",0,0
"54579",0,0
"5458",0,0
"54583",1,1
"54584",0,0
"54585",1,1
"54586",0,0
"54587",0,0
"5459",1,1
"54596",0,0
"546",1,1
"54600",0,0
"54602",0,0
"54606",0,0
"54617",0,0
"54619",0,0
"5462",0,0
"54620",0,0
"54621",0,0
"54622",0,0
"54623",0,0
"54625",0,0
"54626",0,0
"54627",0,0
"54629",0,0
"5463",0,0
"5464",0,0
"5465",0,0
"54657",0,0
"54658",1,1
"54659",0,0
"54661",0,0
"54662",0,0
"54663",0,0
"54664",1,1
"54665",0,0
"5467",0,0
"54674",0,0
"54675",0,0
"54676",1,1
"54677",0,0
"5468",1,1
"54680",0,0
"54681",1,1
"54682",0,0
"5469",0,0
"547",1,1
"5470",0,0
"54700",0,0
"54704",1,1
"54707",0,0
"54708",0,0
"5471",0,0
"54714",1,1
"54715",0,0
"54716",1,1
"54726",0,0
"5473",0,0
"54732",0,0
"54733",0,0
"54734",0,0
"54737",0,0
"54738",0,0
"54739",0,0
"54741",0,0
"54742",0,0
"54749",0,0
"5475",0,0
"54751",0,0
"54752",0,0
"54753",0,0
"54754",0,0
"54756",1,1
"54757",1,1
"54758",0,0
"5476",1,1
"54760",0,0
"54762",0,0
"54763",0,0
"54764",0,0
"54765",1,1
"54766",0,1
"54768",1,1
"54769",0,0
"54776",0,0
"54777",0,0
"54778",0,0
"5478",0,0
"54780",0,0
"54784",0,0
"54785",0,0
"54788",0,0
"5479",1,1
"54790",1,1
"54793",0,0
"54795",1,1
"54796",1,1
"54797",0,0
"54798",0,0
"54799",0,0
"5480",0,0
"54800",1,1
"54801",0,0
"54802",1,1
"54805",1,1
"54806",1,1
"54807",0,0
"54808",1,1
"54809",1,1
"5481",0,0
"54810",0,0
"54811",0,0
"54812",0,0
"54813",0,0
"54814",0,0
"54815",0,0
"54816",0,0
"54819",0,0
"54820",1,1
"54821",0,0
"54822",1,1
"54823",0,0
"54825",0,0
"54826",0,0
"54827",0,0
"54828",0,1
"54829",1,1
"54830",0,0
"54831",0,0
"54832",1,1
"54834",1,1
"54836",0,0
"54838",0,0
"54839",0,0
"54840",1,1
"54841",0,0
"54842",0,0
"54843",0,0
"54845",1,1
"54847",0,0
"54848",0,0
"54849",0,0
"54850",0,0
"54851",0,0
"54852",0,0
"54853",0,0
"54854",0,0
"54855",0,0
"54856",0,0
"54857",0,0
"54858",0,0
"54859",0,0
"548593",0,0
"548596",0,0
